NUTTAB index,data_source,name,variety,extra_desc,notes,data_notes,density,food_type,brand,category,energy,water,protein,fat,fibre,sugar,starch,carbohydrate,sugar_alcohol,saturated_fat,monounsaturated_fat,polyunsaturated_fat,trans_fat,caffeine,quantity,quantity_unit,energy_unit,salt
"F007325","Analysed","potato","pale skin","peeled, raw","Round in shape, with a smooth whitish skin. Peeled and uncooked.","The majority of nutrient data were derived from a composite of 6 samples of coliban potatoes purchased in VIC and SA in 2000. Vitamin C was derived in 2 samples of peeled potato (1x Sebago and 1x Golden Creme) purchased in 2014. Alcohol, vitamins (B12, D, retinol, folic acid), fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",243.0,81.7,2.0,0.0,1.1,1.0,10.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007314","Recipe","potato","pale skin","peeled, baked, no added fat","Round in shape, with a smooth whitish skin. Peeled, halved and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",368.0,72.2,3.0,0.0,1.7,1.5,15.9,17.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007320","Analysed","potato","pale skin","peeled, boiled, drained","Round in shape with a whitish skin. Peeled and boiled in unsalted water, without added fat, then drained.","The majority of nutrient data were derived from 9 samples of pale-skinned potatoes (1x Seymour Gold, 1x Coliban, 1x Pink Eye, 6x unspecified pale-skinned) sampled nationally in 2008. Proximates (ash, sugars), vitamins (B2, B6, folate), I and tryptophan were derived from a composite of 12 samples of potatoes (6x unspecified pale-skinned, 1x Coliban, 1x Seymour Gold, 1x Pink Eye, 1x Ruby Lou, 1x Red Ruby, 1x unspecified red-skinned) purchased in 2008. Organic acids, carotenes, tocopherols, Mg and P were derived from a composite of 10 samples of potatoes (8x Sebago, 1x Ruby Lou, 1x Coliban) purchased nationally in 2006. Moisture and vitamin C were derived from a composite of 5 samples (1x Sebago and 4x unspecified potatoes) purchased in QLD and ACT in 2013. Moisture and vitamin C were also derived from a composite of 5 samples (1x Golden Creme and 4x unspecified potatoes) purchased in QLD and ACT in 2013. Resistant starch and fibre were derived from a composite of 3 samples of cooked sebago potato (2x boiled and 1x baked) purchased raw in Sydney in 2012. Alcohol, vitamins (B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",267.0,81.5,1.5,0.1,2.1,0.2,12.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007361","Analysed","potato","pontiac","peeled, raw","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and uncooked.","The majority of nutrient data were derived from a composite sample of pontiac potatoes purchased in Sydney in 1982-83 (Wills et al.). B6, alpha-tocopherol and P were imputed from red skin potatoes. Alcohol, vitamins (B12, D, folate, folic acid, retinol), I, Se, fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",278.0,81.9,2.4,0.1,2.1,0.7,11.9,12.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007358","Recipe","potato","pontiac","peeled, baked, no added fat","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",421.0,72.6,3.6,0.2,3.2,1.1,18.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007359","Recipe","potato","pontiac","peeled, boiled, drained","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",283.0,81.5,2.4,0.1,2.1,0.7,12.1,12.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007368","Analysed","potato","red skin","peeled, raw","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and uncooked.","The majority of nutrient data were derived from a composite of 5 samples of peeled desiree potatoes purchased in 2000. Vitamin C was derived from 1 sample of peeled desiree potato purchased in 2014. Alcohol, vitamins (B12, D, folic acid, retinol), fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",240.0,81.2,2.3,0.0,1.7,1.7,9.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007364","Recipe","potato","red skin","peeled, baked, no added fat","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",364.0,71.4,3.5,0.0,2.6,2.6,13.6,16.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007366","Analysed","potato","red skin","peeled, boiled, drained","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and boiled in unsalted water, without added fat, then drained.","The majority of nutrient data were derived from 3 samples of red-skinned potatoes (Ruby Lou, Red Ruby and an unspecified variety) purchased nationally in 2008. Proximates (ash, sugars), vitamins (B2, B6, folate, pantothenate), I and tryptophan were derived from composite analyses of 12 samples of both white- and red-skinned potatoes (6x unspecified pale-skinned, 1x Coliban, 1x Seymour Gold, 1x Pink Eye, 1x Ruby Lou, 1x Red Ruby, 1x unspecified red-skinned) purchased nationally in 2008. Organic acids, carotenes, tocopherols, Mg and P were derived from a composite of 10 samples of potatoes (8x Sebago, 1x Ruby Lou, 1x Coliban) purchased nationally in 2006. Moisture and C were derived from a composite of 5 samples of pink skinned potato (3x Desiree, 1x Mozart and 1x unspecified) purchased in QLD and ACT in 2013. Alcohol, vitamins (B12, D, folic acid, retinol), fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",298.0,79.2,2.0,0.0,2.4,0.2,14.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007386","Analysed","potato","sebago","peeled, raw","Round in shape, with a smooth whitish skin. Peeled and uncooked.","The majority of nutrient data were derived from 2 analyses: (1) a composite of 5 samples of sebago potatoes purchased in Sydney in 1982; and (2) a composite sample of sebago potatoes purchased in Sydney in 1982-83 (Will et al.). Moisture and vitamin C were derived from a composite of 5 samples of white skinned potato (1x Sebago and 4x unspecified potatoes) purchased in QLD and ACT in 2013. Vitamins (B6, alpha-tocopherol, folate) and P were imputed from peeled potatoes. Alcohol, vitamins (B12, D, retinol, folic acid), I, Se, fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",303.0,80.4,2.5,0.2,2.2,0.4,13.3,13.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007383","Recipe","potato","sebago","peeled, baked, no added fat","Round in shape, with a smooth whitish skin. Peeled, chopped and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",460.0,70.3,3.8,0.2,3.3,0.7,20.2,20.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007384","Analysed","potato","sebago","peeled, boiled, drained","Round in shape, with a smooth whitish skin. Peeled and boiled in unsalted water, without added fat.","The majority of nutrient data were derived from a composite of 5 samples of sebago potatoes purchased in Sydney in 1982 (Wills et al.). Moisture and vitamin C were derived from a composite of 5 samples of white skinned potato (1x Sebago and 4x unspecified potatoes) purchased in QLD and ACT in 2013. Resistant starch and fibre were derived from a composite of 3 samples of cooked sebago potato (2x boiled and 1x baked) purchased in Sydney in 2012. Vitamins (B6, beta-carotene, folate, alpha-tocopherol) and P were imputed from boiled pale skin potatoes. Alcohol, vitamins (B12, D, folic acid, retinol), fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",304.0,80.0,2.5,0.4,2.5,1.0,12.1,13.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007269","Analysed","potato","fries","fast food outlet, deep fried, monounsaturated oil, salted","Chips made from peeled potatoes. Long and rectangular in shape, approximately 0.5 cm wide, deep fried in monounsaturated oil and salted added cooking. Purchased hot from a fast food outlet.","The majority of nutrient data were derived from a composite of 10 samples of fries (9x McDonalds, 1x Hungry Jacks) purchased nationally in 2006. Fat and fatty acids were derived from 5 individual samples of potato fries (5x McDonalds) purchased in NSW, WA, SA and NZ in 2009. Fat and fatty acids were also derived from 4 individual samples of potato fries (2x McDonalds and 2x Hungry Jacks) purchased in SA in 2013. Na and iodine were derived from 3 individual samples of potato fries purchased in NSW and SA in 2013. Moisture and folate were derived from a composite of 7 samples of fries (2x McDonalds, 2x KFC, 3x independent outlet) purchased in NSW in 2005 (Arcot). Minerals were derived from a composite of 9 samples of hot potato chips purchased nationally in 2000. Alcohol, vitamin D, folic acid, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",1323.0,34.5,4.8,16.4,3.1,0.2,35.5,35.7,0.0,1.63,10.54,3.36,222.65,0.0,100.0,"g","kj",
"F007279","Analysed","potato","fries","independent takeaway outlet, deep fried, blended oil, salted","Chips made from peeled potatoes. Long and rectangular in shape, approximately 0.5 cm wide, deep fried in blended oil and salted after cooking. Purchased hot from an independent takeaway outlet.","The majority of nutrient data were derived from a composite of 10 samples of fries (9x McDonalds, 1x Hungry Jacks) purchased nationally in 2006. Fat and fatty acids were derived from 3 individual samples of potato fries (independent takeaways) purchased in NSW in 2009. Folate and moisture were derived from a composite of 7 samples of fries (2x McDonalds, 2x KFC, 3x independent outlet) purchased in NSW in 2005 (Arcot). Minerals were derived from a composite of 9 samples of hot potato chips purchased nationally in 2000. Alcohol, vitamin D, folic acid, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",1361.0,34.5,4.8,17.4,3.1,0.2,35.5,35.7,0.0,4.02,4.68,7.91,141.8,0.0,100.0,"g","kj",
"F007535","Analysed","pumpkin","butternut","peeled, fresh, raw","Shaped like an elongated pear, with a golden brown, hard skin and deep orange flesh. Peeled and uncooked.","The majority of nutrient data were derived from a composite of 5 samples of butternut pumpkin purchased in Sydney in 1983-84 (Wills et al.). Folate and some vitamins and minerals were derived from a composite of 10 samples of butternut pumpkins purchased in 2000. Fatty acids were imputed from broccoli. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",189.0,85.0,2.1,0.6,1.8,5.2,1.7,6.9,0.0,0.14,0.02,0.29,0.0,0.0,100.0,"g","kj",
"F007533","Recipe","pumpkin","butternut","peeled, fresh, baked, no added fat","Shaped like an elongated pear, with a golden brown, hard skin and deep orange flesh. Peeled, chopped and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",222.0,82.3,2.5,0.7,2.1,6.1,2.0,8.1,0.0,0.16,0.02,0.34,0.0,0.0,100.0,"g","kj",
"F007534","Recipe","pumpkin","butternut","peeled, fresh, boiled, drained","Shaped like an elongated pear, with a golden brown, hard skin and deep orange flesh. Peeled, chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",197.0,84.3,2.2,0.6,1.9,5.4,1.8,7.2,0.0,0.14,0.02,0.3,0.0,0.0,100.0,"g","kj",
"F007540","Analysed","pumpkin","golden nugget","peeled, fresh, raw","A small, round pumpkin with orange-red skin and bright orange flesh. Peeled and uncooked.","The majority of nutrient data were derived from a composite of 5 samples of golden nugget pumpkins purchased in Sydney in 1983-84 (Wills et al.). Folate was imputed from Pumpkin, butternut, peeled, fresh, raw. B6, alpha-tocopherol and P were imputed from jarrahdale pumpkin. Alcohol, vitamins (B12, D, folic acid, retinol), I , Se, fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",124.0,91.3,2.2,0.3,1.1,2.6,1.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007538","Recipe","pumpkin","golden nugget","peeled, fresh, baked, no added fat","A small, round pumpkin with orange-red skin and bright orange flesh. Peeled and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",146.0,89.8,2.6,0.4,1.3,3.1,1.6,4.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007539","Recipe","pumpkin","golden nugget","peeled, fresh, boiled, drained","A small, round pumpkin with orange-red skin and bright orange flesh. Peeled, chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",129.0,90.9,2.3,0.3,1.1,2.7,1.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007545","Analysed","pumpkin","jarrahdale","peeled, fresh, raw","A large, round pumpkin, with a hard, ribbed, slate-blue to grey skin and bright orange flesh. Peeled and uncooked.","Iodine and some vitamins and minerals were derived from a composite of 9 samples of jarrahdale pumpkins purchased in 2000 grown in WA, SA and VIC. Proximates, folate and some vitamins and minerals were derived from a composite sample of 10 jarrahdale pumpkins purchased in Melbourne in 1997. Alcohol, vitamins (B12, D, retinol, folic acid), cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",111.0,90.5,0.7,0.1,1.6,4.3,0.0,4.3,0.9000000000000004,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007543","Recipe","pumpkin","jarrahdale","peeled, fresh, baked, no added fat","A large, round pumpkin, with a hard, ribbed, slate-blue to grey skin and bright orange flesh. Peeled, chopped and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",131.0,88.8,0.8,0.1,1.9,5.1,0.0,5.1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007544","Recipe","pumpkin","jarrahdale","peeled, fresh, boiled, drained","A large, round pumpkin, with a hard, ribbed, slate-blue to grey skin and bright orange flesh. Peeled, chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",116.0,90.1,0.7,0.1,1.7,4.5,0.0,4.5,0.9000000000000004,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007555","Recipe","pumpkin","peeled","fresh, raw","Usually round in shape with a thick hard skin ranging from blue-grey in colour to orange-red, with orange flesh. Peeled and uncooked.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",158.0,87.6,1.7,0.3,1.8,4.2,1.6,5.9,0.1999999999999993,0.04,0.0,0.07,0.0,0.0,100.0,"g","kj",
"F007553","Recipe","pumpkin","peeled","fresh, baked, no added fat","Usually round in shape with a thick hard skin ranging from blue-grey in colour to orange-red, with orange flesh. Peeled, chopped and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",186.0,85.5,2.0,0.4,2.1,5.0,1.9,6.9,0.2999999999999998,0.04,0.01,0.08,0.0,0.0,100.0,"g","kj",
"F007554","Recipe","pumpkin","peeled","fresh, boiled, drained","Usually round in shape with a thick hard skin ranging from blue-grey in colour to orange-red, with orange flesh. Peeled, chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",164.0,87.1,1.8,0.3,1.9,4.4,1.7,6.1,0.3000000000000007,0.04,0.0,0.08,0.0,0.0,100.0,"g","kj",
"F007559","Analysed","pumpkin","Queensland blue","peeled, fresh, raw","A medium sized pumpkin with blossom and stem ends flattened. It is deeply ribbed, hard slate grey skin with a yellow-orange flesh. Peeled and uncooked.","The majority of nutrient data were derived from a composite of 5 samples of Queensland blue pumpkins purchased in Sydney in 1983-84 (Wills et al.). Vitamins (B6, folate, alpha-tocopherol), and P were imputed from jarrahdale pumpkin. Alcohol, vitamins, (B12, D, folic acid, retinol), I, Se, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",208.0,83.8,2.0,0.3,2.7,4.9,3.5,8.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007557","Recipe","pumpkin","Queensland blue","peeled, fresh, baked, no added fat","A medium sized pumpkin with blossom and stem ends flattened. It is deeply ribbed, hard slate grey skin with a yellow-orange flesh. Peeled, chopped and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",244.0,80.9,2.4,0.4,3.2,5.8,4.1,9.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007558","Recipe","pumpkin","Queensland blue","peeled, fresh, boiled, drained","A medium sized pumpkin with blossom and stem ends flattened. It is deeply ribbed, hard slate grey skin with a yellow-orange flesh. Peeled, chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",216.0,83.1,2.1,0.3,2.8,5.1,3.6,8.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007606","Analysed","radish","red skinned","unpeeled, raw","A red-skinned root vegetable with crisp white flesh. Unpeeled and uncooked.","The majority of nutrient data were derived from a composite of 5 samples of red skinned radish purchased in Sydney in 1983 (Wills et al.). Vitamins (B6, alpha-tocopherol, folate), Se, P and tryptophan were borrowed from USDA SR28, 11429 - Radishes raw. Alcohol, vitamins (B12, D, folic acid, retinol), I, Se, fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",62.0,94.9,0.8,0.2,1.1,1.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007608","Analysed","radish","white skinned","peeled, raw","A white-skinned root vegetable with crisp white flesh. Peeled and uncooked.","The majority of nutrient data were derived from a composite of 5 samples of white skinned radish purchased in Sydney in 1983 (Wills et al.). Vitamins (B6, alpha-tocopherol, folate), P and Se were borrowed from USDA SR28, 11430 - Radishes, oriental, raw. Alcohol, vitamins (B12, D, folic acid, retinol), I, fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",86.0,92.9,0.7,0.3,1.8,2.9,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007712","Analysed","rocket","fresh","raw","Long, soft green leaves with pronounced lobes and a distinctive peppery taste. Uncooked.","The majority of nutrient data were derived from 8 samples of rocket purchased in ACT, QLD, VIC, SA and WA in 2014. Proximates (alcohol, starch), vitamins (B12, D, folic acid, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",91.0,91.8,3.3,0.3,2.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007716","Borrowed","rosemary","fresh","raw","A woody herb with fragrant needle-like green leaves on small stalks. Uncooked.","The majority of nutrient data were borrowed from USDA SR28, 02063 - Rosemary, fresh. Total sugars, alpha-tocopherol, beta-carotene, I and Se were imputed from curly parsley. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol, trans fat and caffeine were imputed zero. Note low sum of proximates - data should be used with caution.",,"nuttab",,"uncategorised",397.0,67.8,3.3,5.9,14.1,0.4,0.3,0.7,0.0,2.72,1.11,0.82,0.0,0.0,100.0,"g","kj",
"F008204","Analysed","seaweed","nori","dried","Dried edible seaweed brought in round or square sheets, commonly used for making sushi.","The majority of nutrient data were derived from a composite of 5 samples of dried nori (1x Yamagataya yakinori, 1x Macrotaste, 2x Obento and 1x Pandaroo) purchased from NSW, VIC, TAS, QLD and WA in 2010. Alcohol, retinol, vitamin D and cholesterol were imputed zero.",,"nuttab",,"uncategorised",1266.0,3.9,46.7,4.3,34.3,0.3,2.0,2.3,0.0,0.88,0.32,2.32,13.76,0.0,100.0,"g","kj",
"F008203","Recipe","seaweed","boiled","drained","Dried edible seaweed that has been boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",228.0,82.7,8.4,0.8,6.2,0.1,0.4,0.4,0.0,0.16,0.06,0.42,2.48,0.0,100.0,"g","kj",
"F008227","Analysed","shallot","peeled","fresh, raw","Immature onion with a thin cylindrical white base, and long dark green stalks. Uncooked.","The majority of nutrient data were derived from 10 samples of green onions purchased in VIC in 1998. Proximates (protein, organic acids) were derived from a composite of 5 samples of shallots purchased in Sydney in 1983/84 (Wills et al.). Iodine was imputed from brown onions. Alcohol, vitamins (B12, D, folic acid, retinol), fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",107.0,92.2,1.5,0.1,2.9,3.1,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008226","Recipe","shallot","peeled","fresh, fried, no added fat","Immature onion with a thin cylindrical white base, and long dark green stalks. Fried without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",172.0,87.4,2.4,0.2,4.7,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008267","Analysed","silverbeet","fresh","raw","Vegetable similar to spinach, with large white stem and frilly dark green leaves. Uncooked.","The majority of nutrient data were derived from a composite of 5 samples of silverbeet purchased in Sydney in 1984 (Wills et al.). Proximates (moisture, fibre), vitamins (B6, carotenes, alpha-tocopherol, biotin, cryptoxanthin, folate, pantothenate) and minerals (Cl, Cu, F, Mn, P, Se) were derived from 10 samples of silverbeet purchased in Melbourne in 1998. Tryptophan and Se were imputed from English spinach. Iodine was imputed from Spinach, baby, fresh, raw. Alcohol, vitamins (B12, D, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",66.0,93.2,1.5,0.2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008266","Recipe","silverbeet","fresh","boiled, drained","Vegetable similar to spinach, with large white stem and frilly dark green leaves. Chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",77.0,91.9,1.8,0.2,2.3,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008373","Analysed","snow pea","fresh","raw","A flat green edible pod, containing small round green peas. Uncooked.","The majority of nutrient data were derived from a composite of 5 samples of snow peas purchased in Sydney in 1984 (Wills et al.).Proximates (moisture, fibre), vitamins (B6, carotenes, alpha-tocopherol, biotin, cryptoxanthin, folate, pantothenate) and minerals (Cl, Cu, F, Mn, P, Se) were derived from a composite of 10 samples of snow peas purchased in Melbourne in 1998. Alcohol, vitamins (B12, D and retinol), I, cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",157.0,88.2,3.0,0.2,2.6,2.9,1.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008372","Recipe","snow pea","fresh","fried, no added fat","A long flat green pod, containing small round green peas. Chopped and fried without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",196.0,85.2,3.8,0.2,3.2,3.6,2.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008371","Recipe","snow pea","fresh","boiled, drained","A long flat green pod, containing small round green peas. Chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",169.0,87.3,3.2,0.2,2.8,3.1,1.9,5.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008749","Analysed","spinach","baby","fresh, raw","Leafy vegetable with vivid green leaves. Uncooked.","Proximates and vitamins were derived from a composite of 8 samples of baby spinach purchased in ACT, QLD, VIC, SA and WA in 2014. Minerals and C were derived from individual samples from the same program. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",68.0,92.1,2.8,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008761","Analysed","spinach","Mature English","fresh, raw","Leafy vegetable with vivid green, slightly crinkled leaves on fine stems. Uncooked.","The majority of the nutrient data were derived from 5 samples of fresh spinach purchased in Sydney in 1983/84 (Wills et al.). Proximates (moisture, fibre), vitamins (B6, carotenes, alpha-tocopherol, biotin, cryptoxanthin, folate, pantothenate) and minerals (Cl, Cu, F, Mn, P, Se) were derived from 8 samples of English spinach purchased in Melbourne in 1997. Amino acids were derived from samples purchased in Melbourne in 1984/85. Fibre and iodine were imputed from baby spinach. Alcohol, vitamins (B12, D, folic acid, retinol), I, cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",82.0,93.0,2.4,0.3,2.5,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008760","Recipe","spinach","Mature English","fresh, boiled, drained","Leafy vegetable, with vivid green, slightly crinkled leaves on fine stems. Boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",97.0,91.7,2.8,0.4,2.9,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008763","Analysed","spinach","water","fresh, raw","Leaves and stems of a creeping herbaceous vine. Some varieties have purple stems. Uncooked.","The majority of nutrient data were derived from 2 samples of water spinach purchased in Sydney in 1982 (Wills et al.). Folate was derived from 5 samples of water spinach purchased in Sydney in 2002 (Iwatani et al., 2003). B6, alpha-tocopherol, I , P and tryptophan were imputed from baby spinach. Alcohol, vitamins (B12, D, folic acid, retinol), Se, cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",110.0,92.2,2.9,0.5,2.8,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008803","Analysed","sprout","alfalfa","fresh, raw","A very fine, short sprout with a pale green stalk and fresh green tip. Uncooked.","The majority of nutrient data were derived from a composite of 4 samples of alfalfa sprouts (1x Bi-Lo, 1x Foodland, 1x Coles and 1x Woolworths) purchased in Adelaide in 1995. Minerals (As, Cd, Cu, Hg, Pb, Sb, Se, Sn, Zn) were derived from 9 samples of alfalfa sprouts purchased nationally in 1998. Folate was derived from a composite of 5 samples of alfalfa sprouts purchased in Sydney in 2002 (Iwatani et al., 2003). Tryptophan was imputed from English spinach. Alcohol, vitamins (B12, D, folic acid, retinol) I, cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",91.0,93.9,3.2,0.3,2.2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008806","Analysed","sprout","bean","fresh, raw","Sprouted from mung bean seeds, long and translucent to white in colour, with a short tapering green sheathed root. Uncooked.","The majority of nutrient data were derived from a composite of 6 samples of fresh mung bean sprouts purchased in Sydney in 1984 (Wills et al.). Proximates (moisture, fibre), vitamins (B6, carotenes, alpha-tocopherol, biotin, cryptoxanthin, folate, pantothenate) and minerals (Cl, Cu, F, Mn, P, Se) were derived from a composite of 10 samples of mung beans in Melbourne in 1997. Alcohol, vitamins (B12, D, folic acid, retinol), I, cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",94.0,93.4,3.1,0.1,1.3,1.0,0.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008811","Analysed","squash","button","fresh, raw","Small, rounded vegetable fruit, generally with a yellow skin. Uncooked.","The majority of nutrient data were derived from 5 samples of button squash purchased in Sydney in 1983-84 (Wills et al.). Vitamins (B6, alpha-tocopherol, folate), minerals (P, I, Se) and tryptophan were imputed from green zucchini. Cholesterol, alcohol, caffeine and vitamins (B12, folic acid, D, retinol) were imputed zero",,"nuttab",,"uncategorised",110.0,91.1,2.7,0.2,0.5,2.9,0.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
